,carat,cut,color,clarity,depth,table,price,x,y,z,class
4775,0.9,Very Good,E,I1,62.4,63.0,2200,6.13,6.01,3.79,reject
4776,0.52,Ideal,D,VS1,62.1,57.0,1914,5.13,5.2,3.21,accept
4777,0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43,accept
4778,0.31,Ideal,E,IF,62.5,56.0,1214,4.34,4.37,2.72,accept
4779,0.3,Very Good,H,VVS1,62.6,60.0,684,4.21,4.26,2.65,reject
4780,1.5,Premium,F,VS2,61.1,58.0,14071,7.33,7.36,4.49,reject
4781,0.3,Ideal,E,VVS2,61.4,55.0,837,4.32,4.34,2.66,accept
4782,0.74,Very Good,E,VVS2,61.9,59.0,3616,5.74,5.77,3.56,accept
4783,1.16,Ideal,G,SI2,61.6,55.0,5695,6.74,6.77,4.16,reject
4784,0.56,Ideal,D,VS2,61.4,57.0,2066,5.36,5.32,3.28,accept
4785,0.51,Ideal,F,VVS2,62.2,57.0,2082,5.12,5.14,3.19,accept
4786,0.41,Ideal,D,SI1,60.8,57.0,791,4.8,4.84,2.93,reject
4787,0.51,Ideal,H,VS1,61.8,57.0,1573,5.11,5.14,3.16,reject
4788,1.22,Premium,G,SI1,61.2,60.0,6449,6.82,6.75,4.15,reject
4789,0.37,Ideal,E,VVS2,61.8,54.0,896,4.61,4.64,2.86,accept
4790,1.0,Premium,E,SI2,62.7,58.0,4579,6.41,6.34,4.0,reject
4791,0.26,Very Good,E,VVS2,62.9,56.0,614,4.07,4.1,2.57,accept
4792,0.65,Ideal,D,VS2,62.7,57.0,2392,5.56,5.5,3.47,accept
4793,0.7,Ideal,F,VS1,60.7,58.0,3265,5.72,5.75,3.48,accept
4794,0.38,Ideal,E,VVS2,62.0,57.0,1176,4.62,4.61,2.86,accept
4795,1.57,Ideal,E,SI2,61.4,56.0,10362,7.44,7.52,4.59,reject
4796,0.51,Ideal,F,VS2,61.0,57.0,1619,5.16,5.11,3.13,accept
4797,0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78,accept
4798,0.54,Very Good,F,VS2,59.5,58.0,1662,5.29,5.36,3.17,accept
4799,0.31,Premium,E,IF,61.0,59.0,1060,4.36,4.39,2.67,accept
4800,0.7,Very Good,F,SI2,63.4,58.0,1883,5.62,5.58,3.55,reject
4801,1.2,Good,I,SI2,64.1,57.0,4476,6.7,6.62,4.27,reject
4802,0.31,Ideal,G,IF,61.4,56.0,891,4.38,4.41,2.7,reject
4803,0.9,Premium,F,SI2,61.5,59.0,3704,6.23,6.2,3.82,reject
4804,2.01,Premium,H,VS2,60.1,61.0,17068,8.14,8.06,4.87,reject
4805,1.03,Fair,G,SI2,65.7,59.0,2942,6.3,6.24,4.12,reject
4806,1.5,Good,I,VS1,63.3,58.0,8910,7.19,7.24,4.57,reject
4807,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56,accept
4808,1.52,Very Good,H,SI1,60.9,59.0,9642,7.43,7.49,4.54,reject
4809,0.52,Very Good,E,SI2,62.6,58.0,1372,5.05,5.17,3.2,reject
4810,0.3,Ideal,E,VS2,61.8,55.0,844,4.35,4.33,2.68,accept
4811,0.51,Premium,E,VS2,60.6,58.0,1662,5.15,5.12,3.11,accept
4812,0.41,Ideal,F,VVS1,60.7,56.0,1295,4.81,4.85,2.93,accept
4813,0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7,accept
4814,1.54,Ideal,F,VS1,60.3,57.0,18416,7.49,7.56,4.54,reject
4815,1.07,Ideal,E,VVS2,62.3,56.0,10133,6.51,6.61,4.09,accept
4816,0.55,Ideal,D,SI1,60.6,56.0,1692,5.27,5.32,3.21,reject
4817,0.34,Very Good,E,VVS2,62.7,59.0,775,4.41,4.43,2.77,accept
4818,0.3,Ideal,G,VS1,60.9,57.0,624,4.34,4.36,2.65,reject
4819,0.35,Ideal,F,VVS1,61.8,54.0,945,4.53,4.56,2.81,accept
4820,0.71,Very Good,F,VVS1,63.3,58.0,3104,5.67,5.64,3.58,accept
4821,1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28,reject
4822,0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,2.66,reject
4823,0.5,Premium,E,VS2,61.0,59.0,1583,5.13,5.07,3.11,accept
4824,0.51,Very Good,D,VVS2,63.1,58.0,2289,5.1,5.07,3.21,accept
4825,0.65,Ideal,D,VVS1,61.8,57.0,4022,5.54,5.56,3.43,accept
4826,0.74,Ideal,H,SI1,62.1,56.0,2375,5.86,5.84,3.63,reject
4827,0.43,Ideal,F,VVS1,62.0,57.0,1422,4.84,4.81,2.99,accept
4828,1.0,Ideal,G,VVS2,61.2,56.0,8239,6.47,6.5,3.97,reject
4829,2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05,reject
4830,0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68,reject
4831,0.4,Premium,F,VVS1,61.9,57.0,1323,4.71,4.69,2.91,accept
4832,0.52,Very Good,H,VS2,62.0,57.0,1289,5.08,5.12,3.16,reject
4833,1.04,Ideal,H,VS1,62.7,55.0,5577,6.43,6.49,4.05,reject
4834,1.59,Ideal,G,VVS2,62.6,55.0,15823,7.47,7.44,4.67,reject
4835,0.39,Premium,F,VVS1,59.7,58.0,1290,4.75,4.73,2.83,accept
4836,0.51,Ideal,E,VS2,61.4,57.0,1656,5.13,5.16,3.16,accept
4837,0.3,Ideal,F,IF,60.4,60.0,873,4.32,4.35,2.62,accept
4838,0.4,Very Good,D,VS2,63.6,55.0,850,4.68,4.72,2.99,accept
4839,2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06,reject
4840,0.25,Very Good,E,VVS2,61.1,61.0,533,4.03,4.06,2.47,accept
4841,0.79,Premium,F,VS2,63.0,59.0,2953,5.84,5.8,3.66,reject
4842,0.41,Ideal,F,VS2,62.7,57.0,863,4.73,4.78,2.98,accept
4843,1.22,Premium,H,VS1,62.2,58.0,5773,6.84,6.76,4.23,reject
4844,0.5,Premium,F,VS2,61.3,60.0,1654,5.13,5.08,3.13,accept
4845,0.52,Ideal,D,VVS1,62.1,54.0,3373,5.15,5.18,3.21,accept
4846,0.28,Very Good,F,VVS1,60.1,59.0,642,4.24,4.25,2.55,accept
4847,0.62,Ideal,G,VS1,61.8,57.0,2141,5.47,5.5,3.39,reject
4848,1.12,Very Good,H,SI1,63.1,56.0,4673,6.62,6.59,4.17,reject
4849,1.26,Very Good,F,VS2,61.4,59.0,9071,6.86,6.96,4.24,reject
4850,1.0,Premium,D,VS2,59.8,58.0,7392,6.55,6.47,3.89,reject
4851,0.32,Ideal,D,VS2,62.2,55.0,758,4.37,4.41,2.73,accept
4852,0.5,Premium,G,VS1,62.5,60.0,1583,5.13,5.08,3.19,reject
4853,0.32,Ideal,E,VS2,61.4,56.0,900,4.43,4.4,2.71,accept
4854,0.33,Very Good,I,SI1,63.0,57.0,434,4.37,4.39,2.76,reject
4855,0.32,Ideal,D,VVS2,61.2,56.0,803,4.39,4.43,2.7,accept
4856,0.7,Ideal,F,VVS2,61.7,58.0,3644,5.66,5.71,3.51,accept
4857,0.58,Ideal,H,SI1,61.6,57.0,1184,5.34,5.38,3.3,reject
4858,0.71,Premium,F,VS2,61.9,59.0,2686,5.75,5.72,3.55,accept
4859,0.28,Very Good,F,VVS1,61.4,60.0,642,4.19,4.22,2.58,accept
4860,0.76,Very Good,E,VVS2,60.6,59.0,3833,5.85,5.94,3.57,accept
4861,0.62,Very Good,D,VS2,59.0,59.0,2022,5.59,5.66,3.32,accept
4862,0.51,Ideal,G,SI1,61.5,55.5,1254,5.13,5.19,3.17,reject
4863,0.37,Premium,D,VVS2,61.0,60.0,1145,4.64,4.61,2.82,accept
4864,0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54,reject
4865,0.57,Ideal,F,VS1,61.9,56.0,1949,5.3,5.39,3.31,accept
4866,1.01,Fair,G,VS1,66.8,61.0,4864,6.15,6.06,4.08,reject
4867,0.52,Ideal,E,VS2,61.8,55.0,1689,5.17,5.19,3.2,accept
4868,0.39,Ideal,I,IF,60.8,56.0,865,4.73,4.75,2.88,reject
4869,0.53,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22,reject
4870,0.25,Very Good,F,VVS1,61.8,55.0,633,4.06,4.09,2.52,accept
4871,0.4,Very Good,F,VVS1,61.9,59.0,1111,4.71,4.75,2.93,accept
4872,0.72,Ideal,F,VVS1,62.0,56.0,4252,5.73,5.75,3.56,accept
4873,0.73,Ideal,F,VVS2,61.7,54.0,3463,5.82,5.76,3.57,accept
4874,0.23,Very Good,D,VVS2,61.4,58.0,530,3.92,3.96,2.42,accept
4875,0.51,Very Good,E,VVS1,59.9,57.0,2501,5.22,5.24,3.14,accept
4876,0.41,Good,E,SI1,63.3,57.0,755,4.73,4.75,3.0,reject
4877,1.04,Good,G,VS1,58.9,64.0,6151,6.6,6.64,3.9,reject
4878,1.01,Ideal,E,SI1,62.4,56.0,5599,6.43,6.39,4.0,reject
4879,0.41,Ideal,D,VS2,62.4,55.0,1076,4.79,4.76,2.98,accept
4880,0.36,Premium,G,VS1,62.2,59.0,932,4.57,4.53,2.83,reject
4881,1.32,Very Good,G,SI2,62.9,57.0,6294,6.94,6.98,4.38,reject
4882,0.62,Ideal,G,IF,60.3,57.0,3378,5.54,5.61,3.35,reject
4883,1.0,Fair,D,SI2,65.0,56.0,3965,6.27,6.23,4.06,reject
4884,1.01,Very Good,H,SI1,63.5,62.0,4513,6.36,6.24,4.0,reject
4885,0.72,Premium,D,VS2,61.1,60.0,2721,5.74,5.69,3.49,accept
4886,0.23,Very Good,D,VVS2,62.5,58.0,492,3.89,3.92,2.44,accept
4887,0.5,Ideal,E,VS2,63.0,54.0,1629,5.09,5.04,3.19,accept
4888,0.9,Premium,H,SI1,61.0,59.0,3387,6.16,6.11,3.74,reject
4889,0.58,Very Good,D,VVS2,63.0,56.0,2400,5.28,5.35,3.35,accept
4890,1.01,Very Good,E,SI2,60.9,58.0,4566,6.45,6.49,3.94,reject
4891,1.5,Good,E,VVS2,64.3,58.0,17449,7.2,7.13,4.61,accept
4892,2.07,Ideal,J,VVS2,62.7,54.0,16617,8.12,8.17,5.11,reject
4893,0.43,Very Good,F,VS2,62.5,60.0,804,4.81,4.86,3.02,accept
4894,0.28,Good,E,VVS1,64.6,55.0,492,4.15,4.18,2.69,accept
4895,0.3,Very Good,G,VVS2,63.3,57.0,878,4.27,4.23,2.69,reject
4896,0.51,Very Good,F,VVS2,62.7,56.0,2051,5.11,5.13,3.21,accept
4897,0.52,Premium,F,VS2,60.0,57.0,1651,5.24,5.22,3.14,accept
4898,0.3,Ideal,E,VVS1,61.2,57.0,838,4.32,4.34,2.65,accept
4899,0.7,Very Good,I,VS1,62.2,57.0,2332,5.69,5.72,3.55,reject
4900,0.32,Ideal,E,SI1,63.2,55.0,528,4.37,4.33,2.75,reject
4901,0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17,accept
4902,0.74,Ideal,G,VS2,61.2,56.0,3434,5.82,5.85,3.57,reject
4903,1.2,Ideal,G,VVS2,62.2,56.0,9373,6.76,6.81,4.22,reject
4904,0.61,Premium,F,SI1,60.4,56.0,1359,5.47,5.43,3.29,reject
4905,1.05,Ideal,G,VS2,61.9,56.0,6486,6.52,6.56,4.05,reject
4906,0.27,Ideal,E,VVS2,60.5,57.0,620,4.18,4.25,2.55,accept
4907,0.27,Ideal,E,VVS2,61.9,56.0,760,4.16,4.19,2.58,accept
4908,2.28,Ideal,I,SI2,62.9,57.0,16187,8.41,8.34,5.27,reject
4909,0.3,Ideal,D,VVS2,61.6,57.0,814,4.31,4.32,2.66,accept
4910,0.51,Premium,F,VS1,60.3,57.0,1799,5.22,5.2,3.14,accept
4911,0.42,Ideal,D,VS1,61.4,55.0,1075,4.9,4.8,2.98,reject
4912,0.9,Premium,G,SI2,61.9,61.0,3175,6.13,6.06,3.77,reject
4913,0.75,Ideal,E,VS2,60.2,57.0,3136,5.93,5.9,3.56,accept
4914,1.0,Very Good,D,VS2,61.5,63.0,7146,6.35,6.31,3.89,reject
4915,0.39,Premium,F,VS2,62.4,58.0,1053,4.65,4.61,2.89,accept
4916,1.1,Premium,F,VS1,60.9,61.0,7762,6.7,6.64,4.06,reject
4917,0.31,Ideal,E,VS1,61.8,56.0,734,4.33,4.34,2.68,reject
4918,1.01,Good,E,VVS2,63.3,55.0,8976,6.36,6.41,4.04,accept
4919,2.11,Premium,G,SI1,61.6,59.0,17816,8.24,8.19,5.06,reject
4920,0.9,Very Good,F,SI1,63.0,60.0,4232,6.09,6.13,3.85,reject
4921,1.16,Premium,H,I1,61.7,62.0,2368,6.68,6.64,4.11,reject
4922,0.91,Very Good,F,SI2,63.0,59.0,3405,6.12,6.17,3.87,reject
4923,1.01,Very Good,F,VS2,60.5,59.0,6944,6.51,6.54,3.95,reject
4924,0.51,Ideal,E,VVS1,61.9,54.0,2745,5.17,5.11,3.18,accept
4925,0.71,Very Good,D,VS2,63.1,58.0,3222,5.67,5.7,3.59,accept
4926,0.75,Ideal,I,VS2,60.4,59.0,2680,5.86,5.9,3.55,reject
4927,0.43,Very Good,E,SI2,62.7,55.0,716,4.83,4.87,3.04,reject
4928,0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44,accept
4929,0.51,Premium,D,VVS2,62.4,59.0,2387,5.13,5.06,3.18,accept
4930,1.2,Ideal,F,VS1,60.7,57.0,9596,6.89,6.85,4.17,reject
4931,0.9,Very Good,E,VS2,62.9,57.0,4580,6.16,6.18,3.88,reject
4932,0.3,Ideal,G,VS1,61.4,55.0,776,4.36,4.31,2.66,reject
4933,1.02,Premium,F,SI2,61.1,59.0,4541,6.45,6.41,3.93,reject
4934,0.53,Ideal,F,VS1,62.2,55.0,1812,5.17,5.22,3.23,accept
4935,0.28,Ideal,E,VVS1,62.0,56.0,828,4.23,4.19,2.61,accept
4936,0.32,Ideal,F,VVS1,61.0,56.0,828,4.42,4.47,2.71,accept
4937,0.37,Ideal,H,SI1,60.9,57.0,552,4.63,4.67,2.83,reject
4938,0.52,Fair,F,VS1,57.2,59.0,1784,5.35,5.39,3.07,accept
4939,2.52,Premium,F,SI2,60.6,60.0,18179,8.78,8.7,5.3,reject
4940,0.35,Ideal,D,VS2,60.5,56.0,907,4.63,4.6,2.79,accept
4941,0.43,Very Good,F,VS2,61.6,59.0,905,4.78,4.87,2.97,accept
4942,0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89,accept
4943,0.32,Ideal,H,VVS2,61.8,55.0,828,4.42,4.38,2.72,reject
4944,0.4,Very Good,E,VS2,62.0,57.0,912,4.66,4.7,2.9,accept
4945,0.31,Ideal,G,VS1,61.3,56.4,652,4.36,4.39,2.69,reject
4946,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83,reject
4947,0.33,Premium,E,VS2,60.6,60.0,723,4.43,4.48,2.7,accept
4948,0.38,Ideal,D,VS2,62.0,56.0,998,4.68,4.64,2.89,accept
4949,1.01,Ideal,E,SI1,62.0,56.0,5534,6.41,6.47,3.99,reject
4950,0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81,accept
4951,0.76,Premium,E,VS2,63.0,59.0,3107,5.79,5.76,3.64,reject
4952,0.89,Very Good,I,VS2,63.1,55.0,3238,6.09,6.17,3.87,reject
4953,0.36,Premium,J,SI1,61.3,60.0,421,4.52,4.59,2.79,reject
4954,0.29,Ideal,F,VVS1,61.7,55.0,815,4.25,4.28,2.63,accept
4955,0.39,Ideal,E,VVS1,62.1,54.0,1183,4.67,4.7,2.91,accept
4956,0.94,Very Good,G,VVS1,63.3,57.0,6088,6.21,6.14,3.91,reject
4957,0.59,Ideal,E,VVS1,60.7,57.0,3422,5.41,5.45,3.29,accept
4958,0.9,Premium,I,VVS2,58.3,60.0,3931,6.32,6.28,3.67,reject
4959,0.32,Premium,F,VS2,60.7,58.0,645,4.41,4.45,2.69,accept
4960,0.41,Very Good,F,VS2,62.8,57.0,863,4.73,4.76,2.98,accept
4961,0.73,Ideal,H,SI1,62.0,55.0,2656,5.76,5.85,3.6,reject
4962,1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19,reject
4963,1.6,Ideal,H,VS2,61.5,56.0,7983,7.57,7.52,4.64,reject
4964,1.02,Ideal,H,SI2,61.0,58.0,4360,6.5,6.54,3.98,reject
4965,1.35,Very Good,E,SI1,62.7,57.0,6860,7.01,7.05,4.41,reject
4966,0.71,Very Good,E,VS2,59.9,59.0,3053,5.79,5.83,3.48,accept
4967,1.51,Ideal,G,VS2,62.1,54.0,12551,7.34,7.31,4.55,reject
4968,0.7,Very Good,D,VS1,62.9,60.0,3054,5.62,5.67,3.55,accept
4969,0.27,Ideal,E,VVS2,62.1,57.0,622,4.13,4.15,2.57,accept
4970,0.3,Ideal,D,VS2,62.3,58.0,670,4.25,4.29,2.66,accept
4971,1.51,Very Good,I,SI2,63.1,60.0,6819,7.19,7.13,4.52,reject
4972,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,reject
4973,1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98,reject
4974,0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51,accept
4975,0.39,Premium,J,VVS1,62.8,58.0,921,4.66,4.61,2.91,reject
4976,0.31,Ideal,D,VS2,62.1,55.0,636,4.32,4.38,2.7,accept
4977,0.53,Ideal,E,VS1,60.4,57.0,1772,5.27,5.26,3.18,accept
4978,0.5,Premium,D,SI2,58.5,60.0,1178,5.21,5.19,3.04,reject
4979,0.33,Very Good,F,VVS2,63.5,54.0,694,4.42,4.37,2.79,accept
4980,0.4,Ideal,E,VS2,62.3,56.0,912,4.72,4.75,2.95,accept
4981,0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68,accept
4982,0.31,Ideal,F,IF,62.1,56.0,1046,4.36,4.33,2.7,accept
4983,0.51,Ideal,F,SI2,62.7,57.0,1046,5.08,5.1,3.19,reject
4984,0.73,Ideal,E,SI2,60.9,57.0,2559,5.8,5.83,3.54,reject
4985,0.4,Very Good,E,VS2,62.9,55.0,912,4.72,4.73,2.97,accept
4986,0.73,Ideal,D,VVS2,62.2,56.0,4252,5.79,5.73,3.58,accept
4987,1.07,Ideal,G,VS1,61.4,57.0,7222,6.57,6.6,4.04,reject
4988,1.11,Good,H,SI2,63.5,60.3,4456,6.49,6.58,4.15,reject
4989,0.38,Very Good,G,VS1,63.5,59.0,840,4.58,4.61,2.92,reject
4990,0.7,Ideal,H,SI2,61.6,56.0,2326,5.77,5.72,3.53,reject
4991,0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59,accept
4992,0.32,Ideal,E,VS2,62.0,55.0,900,4.38,4.36,2.71,accept
4993,0.51,Very Good,F,VS2,63.1,58.0,1574,5.11,5.09,3.22,accept
4994,0.53,Ideal,F,VS2,61.7,57.0,1832,5.23,5.21,3.22,accept
4995,0.43,Ideal,F,SI1,61.8,56.0,792,4.84,4.87,3.0,reject
4996,0.57,Ideal,I,VS2,61.8,57.0,1410,5.31,5.34,3.29,reject
4997,1.01,Premium,G,SI1,62.5,60.0,4588,6.34,6.39,3.98,reject
4998,1.12,Very Good,I,SI1,61.7,58.1,4724,6.6,6.66,4.09,reject
4999,0.3,Premium,F,VS2,60.6,60.0,776,4.39,4.36,2.65,accept
5000,0.7,Ideal,D,VVS2,62.0,53.4,4369,5.69,5.72,3.54,accept
5001,1.5,Premium,E,SI2,61.0,58.0,9450,7.35,7.3,4.47,reject
5002,1.21,Ideal,E,IF,61.8,56.0,17353,6.81,6.88,4.23,accept
5003,0.7,Very Good,E,SI1,63.3,60.0,2592,5.59,5.56,3.53,reject
5004,0.5,Very Good,D,VS2,61.2,56.0,1628,5.14,5.16,3.15,accept
5005,0.32,Ideal,F,VVS2,61.2,57.0,800,4.42,4.44,2.71,accept
5006,0.53,Very Good,E,VS2,61.6,57.0,1721,5.18,5.21,3.2,accept
5007,0.24,Very Good,E,VS2,64.1,59.0,362,3.88,3.92,2.5,accept
5008,1.0,Very Good,E,VVS2,63.0,58.0,9224,6.33,6.36,4.0,accept
5009,1.01,Good,H,SI1,63.7,60.0,4836,6.35,6.3,4.03,reject
5010,1.25,Ideal,H,VVS2,60.8,57.0,8789,6.95,6.99,4.24,reject
5011,0.9,Ideal,E,SI2,62.0,55.0,3662,6.15,6.23,3.84,reject
5012,0.71,Ideal,F,VS1,61.1,56.0,3199,5.71,5.74,3.5,accept
5013,0.79,Premium,H,SI2,61.6,58.0,1998,5.98,5.94,3.67,reject
5014,0.51,Ideal,D,IF,62.1,55.0,3446,5.12,5.13,3.19,accept
5015,0.52,Premium,E,VS2,60.7,58.0,1689,5.17,5.21,3.15,accept
5016,0.46,Ideal,E,VVS1,62.6,53.0,1816,4.93,4.97,3.1,accept
5017,0.57,Ideal,D,SI1,62.4,56.0,1847,5.32,5.29,3.31,reject
5018,0.65,Ideal,D,VVS1,60.9,57.0,5052,5.58,5.61,3.41,accept
5019,0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73,accept
5020,0.6,Good,D,SI1,63.8,57.0,1944,5.32,5.27,3.38,reject
5021,0.31,Ideal,D,VS2,62.0,55.0,942,4.35,4.33,2.69,accept
5022,0.4,Ideal,D,VVS2,61.4,56.0,1152,4.8,4.75,2.93,accept
5023,0.7,Premium,E,VS1,62.6,59.0,2887,5.66,5.69,3.55,accept
5024,0.32,Very Good,F,VS2,62.8,57.0,645,4.33,4.36,2.73,accept
5025,0.3,Ideal,D,SI2,62.0,56.0,426,4.31,4.34,2.68,reject
5026,0.4,Very Good,E,VS2,62.9,55.0,912,4.73,4.74,2.98,accept
5027,0.9,Very Good,J,VS1,62.9,56.0,3197,6.13,6.18,3.87,reject
5028,0.31,Ideal,E,VS2,61.8,55.0,680,4.33,4.35,2.68,accept
5029,1.01,Very Good,H,VS2,63.5,61.0,5050,6.32,6.24,3.99,reject
5030,0.5,Very Good,D,VS2,63.3,57.0,1819,5.08,5.06,3.21,accept
5031,2.01,Very Good,H,SI2,63.2,57.0,14150,8.02,7.97,5.05,reject
5032,0.38,Ideal,E,VVS1,62.4,56.0,1267,4.64,4.67,2.9,accept
5033,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37,accept
5034,0.72,Ideal,F,VS2,62.1,54.0,2989,5.76,5.8,3.59,accept
5035,1.01,Good,D,SI1,63.9,62.0,5055,6.25,6.31,4.01,reject
5036,0.32,Premium,H,VS1,61.7,58.0,720,4.41,4.37,2.71,reject
5037,1.2,Very Good,G,VVS2,62.4,56.0,8712,6.68,6.74,4.19,reject
5038,0.42,Very Good,F,VVS1,61.9,58.0,1391,4.77,4.82,2.97,accept
5039,0.4,Very Good,D,SI2,61.6,59.0,666,4.68,4.74,2.9,reject
5040,0.4,Good,F,VVS2,62.2,63.0,936,4.66,4.69,2.91,accept
5041,0.51,Ideal,D,VS2,61.7,55.0,1787,5.11,5.14,3.16,accept
5042,0.91,Very Good,E,VS1,61.8,60.0,5530,6.17,6.2,3.82,reject
5043,0.9,Premium,E,SI1,60.7,61.0,3625,6.19,6.17,3.75,reject
5044,0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81,accept
5045,0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4,accept
5046,1.5,Very Good,G,VS2,63.5,54.0,13239,7.26,7.22,4.6,reject
5047,0.24,Good,E,VVS1,60.8,64.0,492,3.97,3.99,2.42,accept
5048,1.1,Premium,H,SI1,61.6,56.0,4916,6.66,6.61,4.09,reject
5049,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74,accept
5050,0.41,Premium,E,VVS2,61.8,59.0,1187,4.74,4.78,2.94,accept
5051,0.34,Ideal,E,VS2,62.4,55.0,956,4.53,4.48,2.81,accept
5052,0.32,Very Good,F,VS2,59.6,56.0,642,4.48,4.51,2.68,accept
5053,0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52,accept
5054,0.9,Very Good,H,VS2,62.7,59.0,4155,6.1,6.15,3.84,reject
5055,0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49,reject
5056,0.32,Ideal,D,VS2,62.1,54.0,972,4.46,4.4,2.75,accept
5057,0.59,Premium,D,VVS2,62.6,58.0,2515,5.34,5.4,3.36,accept
5058,1.02,Ideal,F,VS2,62.8,57.0,7037,6.41,6.36,4.01,reject
5059,0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1,accept
5060,1.1,Very Good,I,SI1,63.5,57.0,3573,6.55,6.53,4.15,reject
5061,0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61,accept
5062,0.33,Ideal,F,VVS2,60.7,56.0,761,4.46,4.5,2.72,accept
5063,1.07,Very Good,G,VS1,62.8,58.0,7168,6.48,6.52,4.08,reject
5064,0.43,Premium,F,SI2,60.2,60.0,871,4.91,4.85,2.94,reject
5065,0.33,Premium,H,VVS2,61.6,58.0,666,4.42,4.45,2.73,reject
5066,0.37,Very Good,H,SI1,63.2,57.0,684,4.58,4.54,2.88,reject
5067,0.3,Ideal,D,SI2,62.0,56.0,426,4.31,4.34,2.68,reject
5068,0.35,Good,E,SI2,63.9,55.0,491,4.48,4.5,2.87,reject
5069,1.0,Ideal,H,SI1,62.6,57.0,4469,6.4,6.37,4.0,reject
5070,1.51,Very Good,F,VS2,62.5,58.0,14165,7.22,7.33,4.55,reject
5071,0.26,Very Good,F,VVS1,62.0,59.0,597,4.08,4.15,2.55,accept
5072,0.53,Ideal,F,VS1,61.6,55.0,1740,5.24,5.21,3.22,accept
5073,0.33,Premium,H,VS1,59.0,62.0,693,4.52,4.49,2.66,reject
5074,0.41,Premium,E,VVS2,61.5,58.0,918,4.75,4.78,2.93,accept
5075,0.3,Ideal,F,VVS2,61.5,55.0,694,4.33,4.35,2.67,accept
5076,0.52,Ideal,D,VVS2,62.0,56.0,2426,5.14,5.18,3.2,accept
5077,0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21,accept
5078,0.71,Ideal,F,VVS2,62.6,56.0,3018,5.7,5.65,3.55,accept
5079,0.59,Premium,H,VVS1,62.0,58.0,1883,5.36,5.38,3.33,reject
5080,1.2,Ideal,G,VVS2,62.3,54.0,10812,6.82,6.86,4.26,reject
5081,0.55,Ideal,F,VS2,61.3,54.0,1649,5.27,5.33,3.25,accept
5082,0.71,Ideal,F,VS1,61.9,56.0,3799,5.66,5.72,3.53,accept
5083,2.13,Ideal,H,SI1,62.2,55.0,18275,8.2,8.27,5.12,reject
5084,1.23,Premium,E,VS2,58.9,59.0,9361,7.05,6.98,4.13,reject
5085,0.53,Ideal,D,VS2,61.4,56.0,1956,5.23,5.2,3.2,accept
5086,0.51,Ideal,D,VS2,62.7,55.0,1882,5.12,5.09,3.2,accept
5087,0.34,Ideal,E,VS1,60.8,57.0,1033,4.53,4.49,2.74,reject
5088,0.38,Very Good,F,VS2,62.8,57.0,800,4.58,4.62,2.89,accept
5089,0.4,Ideal,E,VVS2,61.7,56.0,1238,4.77,4.73,2.93,accept
5090,0.71,Ideal,D,VS1,60.4,60.0,3576,5.77,5.82,3.5,accept
5091,0.31,Premium,E,VVS2,60.5,57.0,837,4.41,4.39,2.66,accept
5092,1.0,Premium,H,SI2,59.4,60.0,3080,6.49,6.4,3.83,reject
5093,0.41,Ideal,J,VS1,62.2,55.0,775,4.79,4.76,2.97,reject
5094,0.51,Very Good,F,VS2,58.6,58.0,1774,5.22,5.29,3.08,accept
