,carat,cut,color,clarity,depth,table,price,x,y,z
4743,1.55,Premium,I,SI1,62.5,60.0,9027,7.35,7.33,4.59
4744,0.7,Very Good,G,VS2,63.5,57.0,2331,5.68,5.66,3.6
4745,0.31,Premium,D,SI1,60.6,59.0,684,4.39,4.35,2.65
4746,1.01,Ideal,D,SI1,61.6,56.0,5234,6.45,6.48,3.98
4747,1.7,Premium,G,VVS2,61.5,60.0,17228,7.64,7.59,4.68
4748,0.31,Ideal,G,VVS1,62.5,55.0,816,4.33,4.34,2.71
4749,0.31,Ideal,G,VVS2,61.5,57.0,671,4.32,4.36,2.67
4750,0.91,Ideal,G,SI1,62.1,57.0,4240,6.2,6.23,3.86
4751,1.07,Very Good,H,VS1,62.5,56.0,5661,6.52,6.6,4.1
4752,1.41,Fair,H,I1,64.7,58.0,4145,7.05,7.0,4.55
4753,0.41,Ideal,J,VVS1,61.2,57.0,775,4.79,4.82,2.94
4754,1.0,Ideal,F,SI1,62.4,55.0,4939,6.45,6.37,4.0
4755,0.71,Premium,I,VVS1,63.0,58.0,2572,5.68,5.66,3.57
4756,0.57,Ideal,F,SI2,61.0,56.0,1397,5.37,5.32,3.26
4757,0.3,Ideal,G,VS1,60.6,57.0,624,4.38,4.4,2.66
4758,0.3,Ideal,J,VS1,62.6,53.0,373,4.28,4.32,2.69
4759,2.14,Fair,J,I1,69.4,57.0,5405,7.74,7.7,5.36
4760,1.37,Very Good,H,VS1,62.0,59.0,9046,7.08,7.12,4.4
4761,0.8,Ideal,F,VS2,62.7,54.0,3369,5.95,5.91,3.72
4762,1.06,Premium,E,SI1,62.0,61.0,5485,6.55,6.51,4.05
4763,0.52,Premium,G,VS1,61.2,60.0,1815,5.19,5.13,3.16
4764,0.5,Very Good,J,SI1,63.3,60.0,963,4.99,4.97,3.15
4765,0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53
4766,1.07,Premium,G,SI1,61.0,58.0,5091,6.66,6.59,4.04
4767,1.78,Ideal,F,VS2,60.9,56.0,18128,7.85,7.88,4.79
4768,0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
4769,0.4,Ideal,E,SI2,61.9,58.0,629,4.71,4.73,2.92
4770,1.51,Premium,F,SI1,60.6,61.0,11957,7.41,7.37,4.48
4771,0.36,Ideal,G,VVS2,61.7,54.0,794,4.59,4.62,2.84
4772,0.81,Good,D,SI2,63.6,55.0,2926,5.91,5.86,3.74
4773,0.91,Premium,H,VS2,59.6,60.0,3921,6.25,6.29,3.74
4774,1.0,Premium,E,SI1,62.8,59.0,4805,6.4,6.3,3.99
4775,0.44,Good,F,SI1,63.8,54.0,756,4.8,4.85,3.08
4776,0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85
4777,0.7,Premium,J,VVS2,60.6,58.0,1764,5.73,5.82,3.5
4778,0.3,Ideal,H,IF,60.8,56.0,789,4.35,4.37,2.65
4779,0.7,Good,E,SI2,63.5,56.0,2453,5.6,5.68,3.58
4780,0.7,Ideal,F,SI1,62.7,57.0,2515,5.66,5.7,3.56
4781,1.0,Premium,F,SI1,61.4,62.0,4939,6.36,6.32,3.89
4782,0.41,Good,G,SI1,63.4,57.0,671,4.7,4.73,2.99
4783,0.71,Good,G,SI1,63.6,56.0,2428,5.65,5.67,3.6
4784,0.4,Good,D,SI1,63.6,57.0,720,4.67,4.7,2.98
4785,0.53,Good,E,SI1,63.1,56.0,1355,5.15,5.19,3.26
4786,1.01,Fair,E,SI2,55.2,65.0,4118,6.78,6.67,3.71
4787,0.54,Ideal,D,SI1,62.1,56.0,1786,5.25,5.21,3.25
4788,0.33,Premium,G,VS2,61.3,59.0,579,4.44,4.46,2.73
4789,0.7,Good,F,SI1,57.9,63.0,2190,5.8,5.84,3.37
4790,0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
4791,0.54,Good,E,SI2,63.4,56.0,1163,5.14,5.18,3.27
4792,0.3,Premium,G,VS1,61.9,59.0,776,4.32,4.3,2.67
4793,0.9,Good,G,SI1,60.0,61.0,3752,6.19,6.22,3.72
4794,1.01,Very Good,E,VVS1,63.1,57.0,10891,6.39,6.36,4.02
4795,2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08
4796,0.76,Ideal,E,VS1,60.5,56.0,3649,5.94,5.99,3.61
4797,0.57,Ideal,G,VS1,60.6,57.0,1815,5.38,5.41,3.27
4798,0.7,Very Good,G,SI2,60.7,58.0,2141,5.74,5.8,3.5
4799,1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53
4800,1.01,Premium,E,SI2,62.5,60.0,4434,6.42,6.39,4.0
4801,0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67
4802,1.0,Good,G,VS1,63.9,55.0,5920,6.28,6.34,4.03
4803,0.78,Ideal,G,VS2,62.2,57.0,3171,5.87,5.9,3.66
4804,0.51,Very Good,G,SI1,61.4,54.0,1237,5.2,5.22,3.2
4805,0.76,Good,G,SI1,57.7,63.0,2425,5.97,6.05,3.47
4806,0.7,Premium,J,SI1,61.6,58.0,1666,5.66,5.73,3.51
4807,2.01,Good,G,SI1,63.1,59.0,18572,7.98,8.03,5.05
4808,0.31,Ideal,D,SI1,62.3,56.0,548,4.32,4.35,2.7
4809,0.72,Ideal,H,VS2,62.3,52.0,2548,5.76,5.82,3.61
4810,0.2,Premium,E,SI2,60.2,62.0,345,3.79,3.75,2.27
4811,0.9,Premium,E,VS1,59.4,59.0,5438,6.31,6.28,3.74
4812,1.2,Ideal,G,VS2,62.8,54.0,8414,6.75,6.79,4.25
4813,0.46,Fair,I,VS1,65.6,57.0,972,4.85,4.82,3.17
4814,0.31,Ideal,I,VS1,61.9,54.5,502,4.33,4.36,2.69
4815,0.7,Premium,I,SI2,63.0,56.0,1715,5.71,5.63,3.57
4816,1.02,Very Good,G,VS2,63.2,57.0,6169,6.41,6.38,4.04
4817,2.15,Ideal,H,SI2,61.8,57.0,17219,8.3,8.24,5.11
4818,1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18
4819,0.41,Premium,J,VS2,61.9,59.0,784,4.74,4.69,2.92
4820,1.01,Premium,H,SI2,58.8,58.0,4242,6.62,6.57,3.88
4821,1.5,Good,H,SI2,64.3,57.0,7500,7.18,7.15,4.61
4822,0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66
4823,0.9,Very Good,G,VVS2,62.1,57.0,5653,6.14,6.2,3.84
4824,0.7,Good,H,VVS2,63.7,54.0,2477,5.72,5.62,3.61
4825,1.62,Ideal,F,VS1,61.7,55.0,14386,7.58,7.53,4.66
4826,0.27,Ideal,E,VS1,60.5,56.0,577,4.21,4.22,2.55
4827,0.41,Premium,E,SI1,62.4,58.0,969,4.77,4.75,2.97
4828,1.0,Very Good,F,SI1,61.4,62.0,4851,6.32,6.36,3.89
4829,0.4,Premium,I,SI2,62.9,59.0,585,4.68,4.63,2.93
4830,0.91,Premium,F,SI2,59.1,60.0,3845,6.36,6.3,3.74
4831,1.11,Ideal,E,VS2,62.2,56.0,7459,6.66,6.59,4.12
4832,1.25,Ideal,H,VS1,62.1,57.0,8365,6.89,6.92,4.29
4833,0.57,Premium,E,SI1,59.4,58.0,1613,5.42,5.38,3.21
4834,1.51,Good,J,VS2,63.7,59.0,7207,7.12,7.2,4.56
4835,0.75,Premium,H,SI2,62.3,57.0,2234,5.79,5.73,3.59
4836,0.34,Premium,I,VS1,61.0,60.0,537,4.48,4.51,2.74
4837,0.8,Very Good,F,SI1,61.6,56.0,3267,5.96,6.0,3.68
4838,1.63,Ideal,F,I1,62.0,55.0,7229,7.57,7.5,4.68
4839,1.07,Ideal,F,VS2,61.0,54.0,7564,6.59,6.62,4.03
4840,0.9,Ideal,J,VS2,62.5,57.0,3255,6.16,6.26,3.88
4841,0.31,Ideal,I,VVS1,61.2,55.6,536,4.33,4.38,2.67
4842,0.57,Ideal,G,VS2,60.2,59.0,1642,5.38,5.42,3.25
4843,1.01,Good,H,VS2,64.3,58.0,4489,6.27,6.2,4.01
4844,0.73,Fair,I,I1,66.1,58.0,1175,5.63,5.5,3.68
4845,0.54,Ideal,I,VS2,60.1,58.0,1266,5.28,5.34,3.19
4846,1.21,Premium,I,SI1,62.8,57.0,5218,6.74,6.67,4.21
4847,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82
4848,1.24,Ideal,I,SI2,60.7,57.0,4812,6.98,6.92,4.22
4849,0.3,Good,G,VVS1,64.0,57.0,878,4.27,4.23,2.72
4850,0.82,Very Good,J,SI2,62.0,58.0,2175,5.93,5.98,3.69
4851,1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18
4852,1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94
4853,0.43,Ideal,D,SI2,61.0,57.0,919,4.86,4.81,2.95
4854,1.03,Premium,H,SI1,62.2,60.0,4843,6.4,6.43,3.99
4855,0.32,Good,H,SI1,63.4,55.0,461,4.36,4.38,2.77
4856,1.01,Fair,H,SI1,64.5,59.0,3869,6.27,6.23,4.03
4857,0.3,Ideal,G,SI2,61.8,57.0,422,4.31,4.33,2.67
4858,2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05
4859,1.51,Very Good,H,SI2,62.3,58.0,9107,7.31,7.35,4.57
4860,1.04,Premium,E,SI2,61.6,59.0,4240,6.57,6.55,4.04
4861,0.3,Ideal,H,VS2,61.4,57.0,454,4.33,4.36,2.67
4862,1.22,Ideal,I,VS1,62.3,57.0,6469,6.81,6.85,4.25
4863,0.36,Ideal,H,VVS1,62.0,54.0,783,4.59,4.61,2.85
4864,0.32,Ideal,I,VVS2,62.0,54.9,567,4.36,4.39,2.71
4865,0.4,Ideal,G,VVS1,62.0,56.0,1043,4.73,4.76,2.94
4866,0.9,Premium,G,VS2,60.2,59.0,4424,6.28,6.22,3.76
4867,0.55,Ideal,G,VS1,62.2,54.0,2132,5.27,5.24,3.27
4868,0.5,Ideal,J,VS2,61.6,56.0,1188,5.08,5.14,3.15
4869,1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32
4870,1.19,Premium,G,VS1,61.2,55.0,7797,6.86,6.81,4.18
4871,1.01,Good,D,SI2,64.0,56.0,4234,6.25,6.29,4.01
4872,0.41,Premium,F,VS1,62.4,60.0,1007,4.71,4.77,2.96
4873,0.7,Good,H,VS1,63.9,58.0,2367,5.67,5.59,3.6
4874,1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77
4875,0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62
4876,0.31,Ideal,G,VVS2,60.8,56.0,907,4.4,4.38,2.67
4877,0.5,Ideal,H,SI1,61.9,56.0,1446,5.08,5.13,3.16
4878,1.06,Ideal,F,VS1,61.9,57.0,7479,6.55,6.53,4.05
4879,2.0,Premium,I,VS2,58.5,61.0,14763,8.28,8.19,4.82
4880,0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19
4881,1.51,Premium,H,SI1,62.0,58.0,9511,7.38,7.34,4.56
4882,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
4883,0.71,Very Good,H,VVS1,62.7,57.0,2938,5.66,5.72,3.57
4884,0.31,Very Good,G,SI1,63.2,54.0,593,4.33,4.31,2.73
4885,0.32,Premium,F,SI1,60.0,59.0,684,4.45,4.42,2.66
4886,0.77,Ideal,D,SI1,62.3,56.0,3158,5.84,5.87,3.65
4887,0.51,Very Good,I,VS1,62.5,59.0,1301,5.1,5.14,3.2
4888,1.56,Premium,H,VS2,62.2,58.0,10424,7.41,7.44,4.62
4889,0.41,Very Good,J,VVS2,63.1,60.0,754,4.67,4.71,2.96
4890,0.52,Premium,H,VVS2,61.1,59.0,2246,5.21,5.17,3.17
4891,1.21,Ideal,G,VS1,61.4,56.0,8985,6.9,6.84,4.22
4892,0.36,Ideal,E,SI1,61.6,56.0,631,4.56,4.59,2.82
4893,0.71,Very Good,F,SI2,63.4,57.0,2266,5.7,5.63,3.59
4894,1.11,Premium,D,VS2,59.5,60.0,6579,6.77,6.7,4.01
4895,0.98,Very Good,H,SI2,63.4,57.0,3091,6.41,6.32,4.04
4896,0.7,Good,F,SI2,62.2,59.0,2062,5.62,5.64,3.5
4897,1.14,Ideal,F,VVS2,61.4,57.0,9070,6.76,6.72,4.14
4898,1.01,Very Good,F,VS2,60.6,55.0,6649,6.5,6.56,3.96
4899,0.58,Ideal,E,SI1,61.5,55.0,1758,5.39,5.34,3.3
4900,0.71,Ideal,I,VS2,63.1,57.0,2265,5.66,5.71,3.59
4901,0.7,Ideal,G,SI1,60.7,55.0,2744,5.76,5.8,3.51
4902,0.31,Ideal,J,VVS2,62.0,56.1,468,4.31,4.33,2.68
4903,0.41,Good,I,SI1,63.8,57.0,784,4.7,4.67,2.99
4904,1.21,Very Good,I,VS2,63.4,57.0,5387,6.79,6.72,4.28
4905,0.7,Ideal,I,VVS2,62.5,54.0,2353,5.68,5.71,3.56
4906,1.03,Premium,J,SI1,61.7,54.0,4153,6.56,6.5,4.03
4907,0.71,Good,G,SI2,58.2,64.0,1902,5.82,5.77,3.37
4908,0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15
4909,0.85,Fair,H,I1,66.7,59.0,1324,5.86,5.78,3.88
4910,0.32,Good,D,SI1,63.5,55.0,589,4.31,4.35,2.75
4911,1.56,Fair,I,SI1,64.6,62.0,7950,7.26,7.23,4.68
4912,1.51,Ideal,J,VS1,61.3,61.0,8298,7.34,7.4,4.52
4913,0.38,Premium,H,VVS1,61.2,60.0,967,4.68,4.7,2.87
4914,0.43,Premium,F,SI1,61.7,58.0,948,4.84,4.82,2.98
4915,0.5,Premium,D,SI1,62.1,58.0,1654,5.1,5.07,3.16
4916,0.31,Premium,G,VS1,59.6,61.0,802,4.38,4.35,2.6
4917,0.41,Ideal,E,VS1,62.0,54.0,1079,4.76,4.79,2.96
4918,0.91,Good,D,SI1,64.0,59.0,3357,6.13,6.02,3.89
4919,1.52,Fair,D,SI2,56.3,61.0,7702,7.7,7.62,4.31
4920,1.0,Good,I,SI2,63.9,60.0,3465,6.26,6.3,4.01
4921,1.2,Premium,G,VVS2,62.8,59.0,10053,6.72,6.65,4.2
4922,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68
4923,0.43,Premium,F,SI1,61.3,60.0,1016,4.86,4.83,2.97
4924,1.52,Premium,H,SI1,61.0,58.0,9527,7.39,7.44,4.52
4925,1.0,Ideal,J,VS2,62.4,54.0,4539,6.4,6.46,4.01
4926,0.71,Premium,G,SI2,62.0,55.0,2362,5.77,5.71,3.56
4927,1.12,Ideal,F,VS2,61.2,56.0,8063,6.67,6.73,4.11
4928,0.58,Ideal,F,SI1,61.4,57.0,1408,5.33,5.38,3.29
4929,0.92,Premium,H,SI2,60.4,59.0,3174,6.36,6.33,3.83
4930,0.4,Ideal,E,SI2,61.8,55.2,679,4.75,4.77,2.94
4931,0.33,Premium,H,VS1,61.9,58.0,743,4.45,4.43,2.75
4932,1.19,Premium,G,SI2,62.4,59.0,4078,6.74,6.71,4.2
4933,0.33,Very Good,H,SI2,63.5,57.0,534,4.39,4.36,2.78
4934,1.72,Premium,H,SI1,62.9,58.0,13078,7.63,7.59,4.79
4935,1.02,Fair,I,SI2,66.2,57.0,3290,6.34,6.26,4.17
4936,0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67
4937,0.9,Very Good,F,SI1,62.5,59.0,3954,6.06,6.13,3.81
4938,1.55,Ideal,H,VS1,60.6,57.0,12087,7.51,7.47,4.54
4939,0.31,Ideal,I,VVS1,62.1,56.0,571,4.35,4.38,2.71
4940,0.41,Ideal,D,SI2,62.7,55.0,876,4.75,4.72,2.97
4941,0.32,Premium,G,VS1,61.7,58.0,828,4.41,4.38,2.71
4942,0.57,Ideal,G,VS1,60.3,57.0,1876,5.4,5.42,3.26
4943,1.55,Very Good,I,VS1,59.0,58.0,10711,7.56,7.63,4.48
4944,1.06,Premium,D,SI1,61.1,59.0,6352,6.63,6.56,4.03
4945,0.9,Ideal,G,SI1,62.2,56.0,3931,6.2,6.14,3.84
4946,1.56,Premium,I,VS1,61.7,59.0,9959,7.46,7.41,4.59
4947,0.84,Very Good,I,VVS2,61.7,56.0,3392,6.03,6.07,3.74
4948,0.43,Ideal,F,SI1,61.6,57.0,1016,4.85,4.8,2.97
4949,2.02,Premium,I,VS2,59.0,59.0,17893,8.34,8.27,4.9
4950,1.16,Premium,H,SI2,62.1,58.0,3573,6.72,6.65,4.15
4951,0.65,Good,G,SI1,59.6,60.3,1828,5.64,5.71,3.38
4952,0.31,Very Good,F,SI1,63.5,56.0,663,4.33,4.3,2.74
4953,1.05,Fair,G,VS2,65.5,57.0,5673,6.38,6.34,4.17
4954,1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6
4955,1.01,Ideal,I,SI1,62.3,59.0,4518,6.41,6.37,3.98
4956,1.4,Very Good,I,SI2,62.4,59.0,6677,7.12,7.17,4.46
4957,0.31,Ideal,I,SI1,62.1,53.0,498,4.34,4.36,2.7
4958,0.5,Ideal,I,VS1,61.9,54.0,1130,5.12,5.16,3.18
4959,0.29,Very Good,G,VVS1,62.0,55.0,607,4.27,4.29,2.65
4960,0.55,Ideal,E,SI1,60.8,56.0,1566,5.31,5.34,3.24
4961,0.42,Ideal,H,SI1,62.9,57.0,898,4.84,4.76,3.02
4962,0.33,Ideal,H,VVS1,61.5,55.0,730,4.44,4.47,2.74
4963,0.41,Very Good,E,SI1,61.5,61.0,705,4.75,4.78,2.93
4964,1.12,Premium,G,SI2,62.8,58.0,4478,6.62,6.57,4.14
4965,1.23,Very Good,I,SI1,60.5,58.0,5763,6.9,6.94,4.19
4966,0.37,Very Good,E,SI2,61.6,56.0,493,4.61,4.65,2.85
4967,0.54,Ideal,G,SI1,61.9,54.0,1368,5.26,5.28,3.26
4968,0.3,Premium,E,SI2,61.5,62.0,468,4.31,4.28,2.64
4969,1.72,Premium,F,I1,60.5,59.0,7089,7.8,7.71,4.69
4970,0.72,Ideal,G,SI1,61.8,56.0,3048,5.7,5.76,3.55
4971,1.12,Very Good,E,SI1,58.8,61.0,5447,6.74,6.8,3.98
4972,0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,4.1,2.54
4973,0.34,Premium,D,SI1,62.0,58.0,750,4.47,4.43,2.76
4974,1.01,Good,I,I1,63.1,57.0,2844,6.35,6.39,4.02
4975,1.22,Ideal,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22
4976,0.38,Ideal,I,VS1,61.5,55.1,703,4.66,4.7,2.88
4977,0.48,Ideal,F,SI2,61.0,57.0,918,5.05,5.08,3.09
4978,1.07,Very Good,G,SI2,63.5,59.0,3655,6.52,6.46,4.12
4979,1.06,Ideal,E,SI2,60.9,57.0,5147,6.58,6.62,4.02
4980,1.31,Premium,G,VS1,61.5,59.0,9891,7.0,7.06,4.32
4981,1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21
4982,1.23,Very Good,G,VVS2,62.2,57.0,9999,6.8,6.87,4.25
4983,1.25,Ideal,I,SI1,61.0,56.0,6352,6.97,7.02,4.27
4984,0.42,Ideal,F,SI1,60.9,55.0,773,4.84,4.88,2.96
4985,0.55,Good,J,VS2,64.1,54.0,1034,5.18,5.21,3.33
4986,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54
4987,0.26,Ideal,H,VS2,61.3,56.0,434,4.09,4.13,2.52
4988,1.04,Premium,I,SI1,61.8,60.0,4290,6.47,6.51,4.01
4989,0.38,Ideal,D,SI1,62.3,57.0,581,4.6,4.65,2.88
4990,1.0,Very Good,G,VVS1,62.3,56.0,7507,6.29,6.4,3.95
4991,1.52,Premium,E,VS1,60.1,59.0,16187,7.49,7.45,4.49
4992,0.91,Good,I,VS2,64.3,58.0,2863,6.05,6.09,3.9
4993,1.01,Very Good,G,VS1,60.9,60.0,6669,6.47,6.43,3.93
4994,0.7,Ideal,J,VS1,62.2,56.0,1782,5.67,5.71,3.54
4995,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33
4996,1.0,Good,H,SI1,62.7,60.0,4389,6.24,6.3,3.93
4997,0.32,Ideal,D,SI1,62.7,54.0,756,4.4,4.37,2.75
4998,1.5,Ideal,F,SI1,62.7,56.0,9347,7.25,7.35,4.58
4999,1.08,Ideal,G,IF,61.3,57.0,8873,6.59,6.62,4.05
5000,1.0,Fair,G,SI1,65.7,54.0,2964,6.24,6.16,4.07
5001,0.74,Very Good,J,VS2,60.8,58.0,2003,5.79,5.85,3.54
5002,0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52
5003,0.37,Fair,F,SI1,65.3,56.0,527,4.53,4.47,2.94
5004,1.32,Fair,H,I1,65.8,55.0,4140,6.87,6.83,4.51
5005,1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08
5006,0.92,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85
5007,0.99,Fair,H,VS2,71.6,57.0,3593,5.94,5.8,4.2
5008,1.31,Ideal,I,VS2,61.7,55.0,6873,7.0,7.1,4.35
5009,1.54,Ideal,I,VS2,60.2,59.0,9600,7.52,7.57,4.54
5010,0.6,Very Good,G,SI1,61.1,57.0,1554,5.36,5.47,3.31
5011,1.32,Ideal,G,SI1,62.1,57.0,8231,7.02,7.05,4.37
5012,1.11,Good,H,SI1,64.2,58.0,4523,6.47,6.53,4.17
5013,2.11,Very Good,I,SI2,63.8,54.0,12937,8.13,8.19,5.21
5014,1.01,Premium,I,SI1,61.8,59.0,4242,6.44,6.37,3.96
5015,0.73,Ideal,G,SI1,62.1,54.0,2351,5.81,5.76,3.59
5016,0.32,Ideal,D,SI1,62.6,55.0,589,4.36,4.39,2.74
5017,0.31,Premium,G,VS2,60.9,58.0,698,4.38,4.35,2.66
5018,2.01,Premium,H,SI1,59.6,59.0,17458,8.27,8.19,4.9
5019,0.32,Premium,D,SI1,63.0,58.0,756,4.4,4.36,2.76
5020,0.35,Ideal,G,IF,61.8,56.0,974,4.52,4.57,2.81
5021,0.31,Ideal,G,IF,62.8,56.0,786,4.34,4.39,2.74
5022,1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99
5023,1.53,Very Good,E,SI2,59.3,60.0,8270,7.44,7.46,4.42
5024,1.0,Premium,D,SI1,59.6,57.0,5880,6.54,6.44,3.87
5025,0.32,Premium,H,VVS2,62.1,58.0,828,4.39,4.34,2.71
5026,1.53,Very Good,G,VS1,61.9,57.0,16219,7.39,7.32,4.55
5027,1.1,Premium,I,SI2,59.7,62.0,3604,6.8,6.64,4.01
5028,1.2,Very Good,F,SI2,62.2,62.0,5247,6.7,6.77,4.19
5029,0.7,Very Good,G,VS2,61.3,57.0,2433,5.66,5.7,3.48
5030,0.5,Good,G,SI1,63.9,57.0,1197,5.02,5.06,3.22
5031,1.61,Very Good,G,SI2,63.4,55.0,6915,7.47,7.35,4.7
5032,1.04,Very Good,E,SI1,63.5,56.0,5381,6.41,6.37,4.06
5033,0.52,Very Good,G,VS2,63.7,56.0,1446,5.08,5.13,3.25
5034,0.38,Premium,E,SI2,59.9,56.0,596,4.79,4.72,2.85
5035,0.31,Ideal,G,VS1,61.6,55.0,596,4.37,4.4,2.7
5036,2.51,Premium,J,SI2,59.3,58.0,16278,8.83,8.87,5.25
5037,0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
5038,0.54,Ideal,G,SI2,61.8,55.0,1028,5.23,5.26,3.24
5039,1.01,Good,G,SI1,63.7,60.0,5021,6.28,6.32,4.01
5040,0.3,Ideal,H,VS1,62.1,56.0,545,4.28,4.32,2.67
5041,0.51,Ideal,H,VS2,60.8,57.0,1442,5.14,5.16,3.13
5042,1.02,Ideal,H,SI2,61.8,55.0,4284,6.51,6.47,4.01
5043,0.4,Ideal,E,VS1,62.3,56.0,1125,4.73,4.71,2.94
5044,1.04,Very Good,F,VS2,61.0,60.0,6361,6.54,6.48,3.97
5045,1.01,Premium,H,SI2,61.6,59.0,4242,6.44,6.39,3.95
5046,1.2,Very Good,I,VVS1,62.6,56.0,7080,6.7,6.74,4.21
5047,1.18,Premium,I,SI1,61.8,58.0,5617,6.78,6.74,4.18
5048,0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
5049,0.5,Ideal,H,VS1,61.4,54.0,1370,5.13,5.16,3.16
5050,0.72,Ideal,I,VS2,61.1,56.0,2337,5.76,5.82,3.54
5051,0.39,Good,G,VS2,63.8,59.0,787,4.66,4.59,2.95
5052,0.61,Ideal,H,IF,59.4,59.0,2461,5.55,5.59,3.31
5053,0.9,Good,G,VS2,64.0,59.0,3801,6.04,6.08,3.88
5054,1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89
5055,1.14,Premium,I,VS2,62.8,60.0,5008,6.68,6.59,4.17
5056,0.76,Very Good,H,SI1,63.0,58.0,2593,5.78,5.8,3.65
5057,1.03,Ideal,F,VS1,62.8,54.0,8237,6.48,6.39,4.05
5058,1.2,Ideal,G,VVS2,61.2,56.0,10846,6.92,6.89,4.23
5059,0.72,Premium,E,SI2,60.4,58.0,2320,5.82,5.78,3.5
5060,0.31,Ideal,E,VS1,60.4,57.0,942,4.4,4.37,2.65
5061,0.43,Premium,I,IF,61.2,58.0,1129,4.88,4.83,2.97
5062,1.01,Good,D,IF,63.2,59.0,15081,6.34,6.38,4.02
5063,0.9,Premium,F,SI1,61.2,59.0,4158,6.19,6.16,3.78
5064,1.02,Ideal,G,VS1,62.2,57.0,6563,6.43,6.47,4.01
5065,1.11,Ideal,G,VS2,61.7,56.0,7109,6.62,6.66,4.1
5066,1.25,Ideal,G,SI1,60.7,56.0,8226,6.98,7.05,4.26
5067,0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78
5068,0.53,Ideal,H,VS2,61.6,55.0,1427,5.23,5.25,3.23
5069,0.58,Premium,E,SI1,60.6,56.0,1949,5.42,5.38,3.27
5070,0.33,Premium,H,VS2,61.3,60.0,668,4.47,4.44,2.73
5071,1.24,Good,H,VS2,58.3,58.0,7210,7.09,7.15,4.15
5072,1.02,Fair,J,SI2,65.0,59.0,3119,6.34,6.24,4.08
5073,0.3,Good,E,SI1,63.2,57.0,526,4.25,4.3,2.7
5074,0.47,Premium,G,SI1,62.7,58.0,931,4.97,4.99,3.12
5075,1.08,Very Good,J,SI2,63.2,59.0,3810,6.57,6.4,4.1
5076,1.21,Premium,J,VVS2,60.8,60.0,5572,6.86,6.88,4.18
5077,0.52,Very Good,J,VS2,60.7,56.0,1141,5.19,5.23,3.16
5078,0.3,Premium,G,VS2,60.6,61.0,675,4.32,4.29,2.61
5079,0.3,Good,H,VS1,63.3,57.0,526,4.22,4.25,2.68
5080,1.0,Premium,E,SI2,62.8,59.0,4200,6.34,6.3,3.97
5081,0.54,Premium,J,VS2,62.6,58.0,1143,5.22,5.16,3.25
5082,0.92,Ideal,F,VS1,61.3,56.0,6360,6.26,6.3,3.85
5083,1.57,Ideal,F,SI1,61.1,55.0,12320,7.53,7.55,4.61
5084,1.2,Ideal,H,VS2,59.9,57.0,6487,6.91,6.87,4.13
5085,1.75,Premium,E,SI2,62.5,59.0,11655,7.71,7.63,4.79
5086,0.35,Ideal,D,SI1,62.7,56.0,827,4.51,4.49,2.82
5087,1.11,Premium,D,SI2,61.3,60.0,5134,6.6,6.54,4.03
5088,1.58,Premium,G,VS2,62.6,59.0,13014,7.44,7.47,4.67
5089,0.7,Ideal,I,SI2,62.1,57.0,2079,5.66,5.71,3.53
